16.42,15.25,15.52,15.85,15.93,15.94,15.81,15.65,15.3,16.26,15.95,14.58,19.48,14.36,15.83,15.83,14.4,16.22,15.67,15.72,15.12,14.41,16.62,15.31,14.96,16.24,15.23,13.59,15.56,15.32,15.2,14.58
2.435,2.096,2.174,2.281,2.241,2.298,2.266,2.223,2.18,2.303,2.224,1.957,3.095,1.942,2.2,2.2,1.99,2.374,2.21,2.191,2.141,1.971,2.389,2.069,2.078,2.288,2.049,1.842,2.206,2.043,2.038,1.942
1.27,1.387,1.283,1.233,1.351,1,1.227,1,1,2.452,2.16,2.096,1,2.743,2.265,2.265,1.749,1.344,1.522,1.589,1.156,3,2.267,1.962,1.23,2.513,3,2.039,1.391,2.534,2.365,1.754
2.491,1,2.061,1.978,1,3.893,1.346,2.981,30.11,2.992,2.898,1.252,24.32,3.443,2.973,2.973,42.24,2.338,6.49,1.105,19.05,1.547,4.106,1.915,21.4,1.572,2.805,1.526,11.86,1.42,2.941,1.59
0.08907,0.07896,0.09225,0.06855,0.088,0.074,0.0774,0.07008,0.1246,0.1426,0.08397,0.117,0.1238,0.1239,0.09264,0.09264,0.901,0.1077,0.09621,0.09715,0.2451,0.2533,0.1208,0.09911,0.2009,0.1513,0.1481,0.08861,0.1395,0.1355,0.09585,0.1104
-1.267,-1.65,-1.574,-1.1,-1.62,-1.021,-1.247,-0.9041,-0.177,-3.601,-1.423,-3.078,-0.7279,-3.412,-1.633,-1.633,-9.533,-2.001,-1.09,-1.726,-4.266,-5.718,-1.794,-2.451,-2.14,-3.783,-1.583,-2.142,-1.512,-3.733,-1.802,-2.72
11.14,12.17,13.08,8.686,12.48,9.219,10.06,8.028,19.66,28.33,12.01,24.57,17.47,28.39,13.81,13.81,84.75,16.15,10.75,12.53,47.47,42.36,14.88,20.34,32.62,29.69,10.09,17.82,18.38,29.25,14.34,22.38
